Name,Height,Weight,Reach,Stance,DOB,SLpM,Str. Acc.,SApM,Str. Def.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,Wins,Losses,Draws,NoContests
Frank Lester,71.0,170.0,,Orthodox,455673600.0,2.18,36.0,3.82,53.0,0.0,0.0,0.0,0.0,11,6,0,1
Valerie Letourneau,67.0,115.0,68.0,Orthodox,420422400.0,4.51,37.0,5.4,58.0,0.77,45.0,66.0,0.3,8,6,0,0
Leah Letson,67.0,145.0,71.0,Southpaw,714355200.0,3.06,41.0,3.84,52.0,0.51,50.0,76.0,0.0,5,3,0,0
Justin Levens,71.0,185.0,,Orthodox,324864000.0,1.24,47.0,3.15,37.0,1.69,50.0,33.0,5.1,10,7,0,0
Marcus LeVesseur,69.0,155.0,70.0,Southpaw,395712000.0,2.55,64.0,3.7,37.0,3.89,36.0,83.0,0.6,22,7,0,0
Natan Levy,69.0,155.0,71.0,Southpaw,686188800.0,3.7,52.0,3.19,58.0,5.03,58.0,41.0,0.5,8,2,0,0
Derrick Lewis,75.0,260.0,79.0,Orthodox,476582400.0,2.48,50.0,2.48,40.0,0.57,26.0,52.0,0.0,28,12,0,1
Bevon Lewis,75.0,185.0,79.0,Orthodox,673401600.0,3.73,43.0,2.67,54.0,0.0,0.0,66.0,0.0,7,3,0,0
Li Jingliang,72.0,170.0,71.0,Orthodox,574819200.0,4.46,42.0,3.95,56.0,1.19,41.0,60.0,0.0,19,9,0,0
Liang Na,65.0,125.0,67.0,Orthodox,838425600.0,1.99,42.0,3.95,36.0,3.6,58.0,25.0,0.5,19,8,0,0
Chuck Liddell,74.0,205.0,76.0,Orthodox,-1296000.0,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,21,8,0,0
Zach Light,68.0,170.0,,Orthodox,129340800.0,0.81,33.0,1.9,48.0,1.36,100.0,0.0,0.0,9,11,0,0
Hyun Gyu Lim,75.0,170.0,77.0,Orthodox,474681600.0,4.45,41.0,5.07,51.0,0.23,100.0,73.0,0.2,13,7,1,0
Juliana Lima,65.0,115.0,65.0,Orthodox,384998400.0,1.94,44.0,2.11,55.0,1.72,31.0,70.0,0.0,9,5,0,0
Dhiego Lima,74.0,170.0,75.0,Orthodox,602208000.0,3.12,39.0,3.88,58.0,1.26,34.0,73.0,0.6,17,9,0,0
Andre Lima,67.0,125.0,67.0,Orthodox,918086400.0,3.03,55.0,2.48,57.0,1.13,66.0,73.0,1.1,10,0,0,0
Felipe Lima,66.0,145.0,68.0,Orthodox,894499200.0,3.5,45.0,2.32,72.0,1.71,42.0,83.0,1.1,14,1,0,0
Matt Lindland,72.0,185.0,74.0,Southpaw,11750400.0,2.62,50.0,1.56,52.0,3.01,48.0,60.0,1.3,22,9,0,0
Jake Lindsey,71.0,155.0,,Switch,519696000.0,3.44,52.0,4.01,46.0,0.65,33.0,50.0,0.0,12,7,0,0
John Lineker,63.0,135.0,67.0,Orthodox,645148800.0,5.36,40.0,4.27,56.0,0.56,58.0,67.0,0.6,31,9,0,0
Austin Lingo,70.0,145.0,70.0,Orthodox,773798400.0,3.86,37.0,4.86,57.0,0.43,66.0,75.0,0.0,9,3,0,0
Lucio Linhares,74.0,185.0,,Orthodox,124156800.0,0.99,22.0,3.47,34.0,1.86,50.0,50.0,1.9,19,8,0,0
Philipe Lins,74.0,205.0,78.0,Orthodox,493084800.0,3.8,49.0,3.59,46.0,1.65,33.0,100.0,0.0,18,5,0,0
Tainara Lisboa,67.0,135.0,67.0,Orthodox,667872000.0,2.05,50.0,1.4,54.0,2.05,40.0,70.0,0.5,7,2,0,0
Dean Lister,73.0,185.0,75.0,Orthodox,193017600.0,1.26,35.0,1.89,61.0,1.58,15.0,50.0,1.1,13,7,0,0
James Llontop,72.0,155.0,73.0,Orthodox,933552000.0,5.57,41.0,4.12,57.0,0.0,0.0,54.0,0.0,14,5,0,0
Abner Lloveras,71.0,155.0,,,399945600.0,6.27,49.0,6.87,43.0,2.0,20.0,0.0,0.0,20,9,1,0
John Lober,71.0,199.0,,Orthodox,-58320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,4,0
Artem Lobov,69.0,145.0,65.0,Southpaw,524102400.0,3.52,41.0,4.82,50.0,0.39,25.0,52.0,0.0,13,15,1,1
Ryan Loder,74.0,185.0,76.0,Southpaw,676080000.0,6.16,80.0,0.15,50.0,2.2,33.0,100.0,2.2,8,1,0,0
David Loiseau,72.0,185.0,76.0,Orthodox,314236800.0,1.59,44.0,3.64,43.0,0.43,42.0,36.0,0.1,23,11,0,0
Hector Lombard,69.0,185.0,71.0,Southpaw,255225600.0,3.02,46.0,3.35,53.0,1.69,48.0,77.0,0.5,34,10,1,2
Loma Lookboonmee,61.0,115.0,61.0,Orthodox,821923200.0,4.1,57.0,2.48,53.0,1.9,50.0,72.0,0.1,9,3,0,0
Ange Loosa,70.0,170.0,74.0,Orthodox,732412800.0,5.6,44.0,6.68,53.0,2.41,38.0,83.0,0.2,10,4,0,1
Dileno Lopes,65.0,135.0,,,465004800.0,2.37,36.0,3.33,53.0,2.5,31.0,100.0,1.5,19,3,0,0
Diego Lopes,71.0,145.0,72.0,Orthodox,788745600.0,4.2,53.0,4.11,50.0,0.5,40.0,52.0,2.8,26,6,0,0
Bruno Lopes,74.0,205.0,74.0,Orthodox,735609600.0,2.89,43.0,3.0,60.0,2.68,33.0,100.0,0.0,14,1,0,0
Steve Lopez,71.0,155.0,,Orthodox,459993600.0,1.39,24.0,2.69,62.0,0.0,0.0,37.0,0.0,13,6,1,0
Jorge Lopez,70.0,170.0,,Orthodox,596073600.0,2.47,59.0,2.57,50.0,3.5,41.0,81.0,0.0,11,5,0,0
Matthew Lopez,67.0,135.0,69.0,Southpaw,538185600.0,3.13,50.0,3.73,55.0,3.32,60.0,71.0,1.3,10,4,0,0
Benito Lopez,70.0,135.0,73.0,Switch,765590400.0,4.39,45.0,5.18,56.0,0.0,0.0,73.0,0.3,10,2,0,0
Gustavo Lopez,65.0,135.0,67.0,Orthodox,614908800.0,2.48,40.0,3.87,57.0,1.74,41.0,31.0,0.7,12,6,1,0
Brendan Loughnane,70.0,145.0,70.0,Switch,628819200.0,6.23,63.0,6.7,53.0,1.5,30.0,92.0,0.0,17,3,0,0
Nate Loughran,74.0,185.0,,Orthodox,333590400.0,1.81,40.0,4.11,59.0,0.0,0.0,0.0,2.1,11,2,0,0
Caolan Loughran,66.0,135.0,68.0,Orthodox,832377600.0,5.64,43.0,5.62,54.0,2.0,26.0,100.0,0.0,9,2,0,0
Ian Loveland,68.0,145.0,,Orthodox,431740800.0,2.71,40.0,2.36,64.0,1.0,37.0,69.0,0.3,18,10,0,0
Waylon Lowe,67.0,145.0,,Southpaw,341798400.0,1.88,55.0,2.4,53.0,4.47,55.0,83.0,0.3,16,7,0,2
Stephanie Luciano,66.0,115.0,65.0,Orthodox,945302400.0,5.3,48.0,2.53,68.0,0.5,100.0,85.0,0.0,6,1,1,0
Iasmin Lucindo,63.0,115.0,66.0,Orthodox,1010448000.0,3.52,45.0,2.91,66.0,2.4,57.0,66.0,0.2,17,5,0,0
Duane Ludwig,70.0,170.0,70.0,Orthodox,271036800.0,4.62,44.0,3.05,57.0,0.43,25.0,59.0,0.1,21,14,0,0
Mike Lullo,68.0,145.0,,Orthodox,301622400.0,2.48,36.0,4.84,40.0,1.18,11.0,0.0,0.6,8,3,0,0
Dalcha Lungiambula,68.0,185.0,76.0,Orthodox,554688000.0,3.07,45.0,3.93,52.0,2.14,45.0,77.0,0.0,11,6,0,0
Vicente Luque,71.0,170.0,75.0,Orthodox,691200000.0,5.05,51.0,5.22,52.0,0.99,53.0,62.0,0.7,23,10,1,0
Travis Lutter,71.0,185.0,75.0,Orthodox,106012800.0,0.41,32.0,2.42,42.0,1.95,24.0,30.0,0.7,10,6,0,0
Tucker Lutz,68.0,145.0,72.0,Orthodox,773971200.0,3.74,46.0,3.25,44.0,1.99,44.0,69.0,0.2,12,4,0,0
Chris Lytle,71.0,170.0,68.0,Orthodox,146016000.0,3.76,45.0,3.03,58.0,0.7,55.0,55.0,2.4,31,18,5,0
Dong Hyun Ma,71.0,155.0,70.0,Orthodox,589766400.0,2.84,41.0,4.1,54.0,1.27,53.0,33.0,0.0,16,11,3,0
Jason MacDonald,75.0,185.0,80.0,Orthodox,170985600.0,1.55,52.0,2.7,46.0,1.43,16.0,35.0,2.0,25,16,0,0
Rob MacDonald,75.0,205.0,78.0,Orthodox,273801600.0,1.8,50.0,2.04,46.0,7.19,80.0,80.0,5.4,5,4,0,0
Rory MacDonald,72.0,170.0,76.0,Orthodox,617068800.0,3.75,42.0,2.8,62.0,1.77,47.0,88.0,0.4,19,4,0,0
Ryan MacDonald,71.0,135.0,71.0,Switch,732412800.0,2.28,29.0,6.49,45.0,0.0,0.0,0.0,0.0,10,2,0,0
Caio Machado,76.0,250.0,78.0,Southpaw,774662400.0,5.82,53.0,2.87,63.0,0.0,0.0,82.0,0.0,8,4,1,0
Ian Machado Garry,75.0,170.0,74.0,Orthodox,879724800.0,4.72,54.0,2.82,51.0,0.74,54.0,73.0,0.5,15,1,0,0
Lyoto Machida,73.0,185.0,74.0,Southpaw,265334400.0,2.59,53.0,1.57,61.0,1.21,65.0,75.0,0.4,24,8,0,0
Reza Madadi,71.0,155.0,73.0,Orthodox,267148800.0,2.51,46.0,3.31,66.0,3.17,33.0,89.0,0.5,14,6,0,0
Don Madge,72.0,155.0,72.0,Southpaw,658368000.0,2.08,52.0,0.74,67.0,2.22,25.0,80.0,0.7,9,3,1,0
Jon Madsen,72.0,240.0,72.0,Orthodox,319161600.0,2.46,41.0,1.18,81.0,1.32,71.0,70.0,0.0,8,2,0,0
Mark Madsen,68.0,155.0,72.0,Orthodox,464745600.0,3.56,49.0,3.97,52.0,2.86,66.0,62.0,0.0,12,2,0,0
Leonardo Mafra,70.0,155.0,70.0,Orthodox,609465600.0,4.55,48.0,4.38,43.0,2.12,83.0,69.0,0.4,13,4,0,0
Vinny Magalhaes,75.0,205.0,75.0,Orthodox,457574400.0,2.14,24.0,3.97,68.0,1.55,44.0,66.0,0.8,14,9,0,1
Caio Magalhaes,73.0,185.0,73.0,Orthodox,566438400.0,2.27,40.0,2.78,56.0,1.05,15.0,58.0,1.6,10,3,0,0
Bernardo Magalhaes,69.0,155.0,,Orthodox,355536000.0,1.8,27.0,3.37,68.0,0.0,0.0,0.0,0.5,13,4,0,0
Angela Magana,61.0,115.0,65.0,Orthodox,428630400.0,1.53,28.0,4.92,42.0,0.4,25.0,28.0,0.4,11,9,0,0
Neil Magny,75.0,170.0,80.0,Orthodox,554947200.0,3.43,46.0,2.48,51.0,2.12,38.0,53.0,0.2,29,14,0,0
Rashid Magomedov,69.0,155.0,70.0,Orthodox,470534400.0,4.4,49.0,3.05,54.0,0.67,57.0,89.0,0.2,20,2,0,0
Ruslan Magomedov,75.0,242.0,78.0,Orthodox,533347200.0,4.02,47.0,1.47,66.0,0.33,100.0,88.0,0.0,14,1,0,0
Abus Magomedov,74.0,185.0,78.0,Orthodox,652233600.0,2.65,44.0,3.35,55.0,3.12,64.0,100.0,0.3,27,6,1,0
Shara Magomedov,74.0,185.0,73.0,Orthodox,769046400.0,5.87,62.0,4.13,42.0,0.0,0.0,72.0,0.0,15,1,0,0
Zabit Magomedsharipov,73.0,145.0,73.0,Orthodox,667785600.0,4.89,48.0,3.0,64.0,5.22,56.0,77.0,0.8,18,1,0,0
John Maguire,69.0,155.0,69.0,Southpaw,422150400.0,1.41,41.0,2.44,65.0,2.8,46.0,77.0,1.1,24,9,0,0
Maheshate,72.0,155.0,71.0,Orthodox,944006400.0,3.86,29.0,5.64,53.0,0.0,0.0,45.0,0.0,10,4,0,0
Bill Mahood,75.0,200.0,,Orthodox,-92016000.0,1.54,85.0,3.59,17.0,0.0,0.0,0.0,3.9,20,7,1,1
Demian Maia,73.0,170.0,72.0,Southpaw,247622400.0,1.8,43.0,2.07,63.0,2.49,24.0,61.0,1.0,28,11,0,0
Jennifer Maia,64.0,125.0,64.0,Orthodox,592099200.0,4.35,38.0,4.52,55.0,0.42,27.0,58.0,0.1,21,10,1,0
Levan Makashvili,68.0,145.0,68.0,Orthodox,600134400.0,2.87,54.0,2.07,61.0,3.67,42.0,85.0,0.0,15,2,1,0
John Makdessi,68.0,155.0,68.0,Orthodox,483926400.0,5.52,49.0,4.15,68.0,0.0,0.0,86.0,0.0,18,9,0,0
Islam Makhachev,70.0,155.0,70.0,Southpaw,688521600.0,2.63,58.0,1.55,61.0,3.2,53.0,90.0,1.1,27,1,0,0
Zach Makovsky,64.0,125.0,64.0,Southpaw,419558400.0,1.94,43.0,2.24,62.0,3.71,30.0,56.0,0.3,20,8,0,0
Azat Maksum,67.0,125.0,70.0,Southpaw,791683200.0,2.8,23.0,5.23,55.0,2.0,22.0,66.0,0.5,17,1,0,0
Fabio Maldonado,73.0,205.0,75.0,Orthodox,322099200.0,5.29,58.0,4.31,53.0,0.44,57.0,61.0,0.6,23,11,0,0
Bea Malecki,69.0,135.0,74.0,Orthodox,682905600.0,6.84,46.0,6.96,62.0,0.0,0.0,78.0,1.1,4,1,0,0
Nazareno Malegarie,68.0,155.0,,,516585600.0,3.87,34.0,3.27,69.0,1.0,33.0,0.0,0.0,28,4,0,0
Jacob Malkoun,69.0,185.0,73.0,Orthodox,809395200.0,3.86,56.0,2.48,52.0,6.62,42.0,20.0,0.4,8,3,0,0
Mike Malott,73.0,170.0,73.0,Orthodox,689472000.0,3.85,46.0,3.06,53.0,2.27,56.0,16.0,0.8,11,2,1,0
Troy Mandaloniz,69.0,170.0,,Orthodox,318211200.0,3.52,56.0,4.71,63.0,3.1,66.0,57.0,0.0,3,2,0,0
Nate Maness,70.0,125.0,72.0,Orthodox,677980800.0,3.14,50.0,3.88,42.0,0.68,75.0,80.0,0.7,16,3,0,0
Jon Manley,73.0,170.0,,Orthodox,521078400.0,1.13,20.0,4.33,45.0,1.0,7.0,20.0,0.0,9,4,0,0
Marnic Mann,60.0,115.0,64.0,Southpaw,731289600.0,1.47,41.0,5.08,31.0,1.9,33.0,25.0,0.4,6,3,0,0
Jimi Manuwa,73.0,205.0,79.0,Orthodox,319680000.0,3.43,54.0,3.97,49.0,0.53,18.0,70.0,0.4,17,6,0,0
Cristiano Marcello,69.0,155.0,72.0,Orthodox,249955200.0,2.56,33.0,3.61,58.0,0.44,11.0,20.0,0.9,13,6,0,0
Daniel Marcos,67.0,135.0,69.0,Orthodox,731462400.0,5.9,53.0,4.25,62.0,0.59,50.0,88.0,0.0,17,0,0,1
Jose Maria,65.0,125.0,,Orthodox,378950400.0,3.2,53.0,3.98,52.0,2.32,27.0,33.0,2.3,37,7,0,2
Marcos Mariano,73.0,155.0,76.0,Switch,529459200.0,0.25,27.0,2.11,43.0,0.0,0.0,28.0,0.0,6,6,0,0
Enrique Marin,70.0,170.0,,,526003200.0,1.43,33.0,3.0,50.0,2.5,38.0,60.0,1.0,10,4,0,0
Chepe Mariscal,67.0,145.0,69.0,Orthodox,720144000.0,4.75,57.0,3.24,50.0,3.09,39.0,72.0,0.3,17,6,0,1
Ronny Markes,73.0,185.0,75.0,Orthodox,577584000.0,2.17,53.0,2.43,45.0,3.13,40.0,100.0,0.5,17,5,0,0
Rory Markham,72.0,170.0,71.0,Orthodox,385862400.0,1.98,21.0,10.27,45.0,0.0,0.0,0.0,0.0,17,6,0,0
Randa Markos,64.0,115.0,63.0,Orthodox,492480000.0,2.97,43.0,3.1,58.0,1.12,28.0,52.0,0.2,11,12,1,0
Christina Marks,67.0,125.0,69.0,Orthodox,500256000.0,5.0,58.0,3.0,64.0,7.5,100.0,0.0,0.0,8,9,0,0
Brendon Marotte,69.0,145.0,70.0,Orthodox,821404800.0,0.41,50.0,5.7,28.0,0.0,0.0,0.0,0.0,8,3,0,0
Nate Marquardt,72.0,185.0,74.0,Orthodox,293414400.0,2.71,49.0,2.32,55.0,1.87,51.0,70.0,0.8,35,19,2,0
Danilo Marques,78.0,205.0,77.0,Orthodox,504403200.0,1.44,79.0,2.52,52.0,3.93,28.0,0.0,0.8,11,4,0,0
Julian Marquez,74.0,185.0,72.0,Orthodox,642124800.0,4.85,45.0,5.06,50.0,0.0,0.0,53.0,2.6,9,5,0,0
Carmelo Marrero,72.0,205.0,73.0,Orthodox,349315200.0,0.84,34.0,2.04,54.0,3.21,36.0,36.0,0.9,16,6,0,1
John Marsh,72.0,265.0,,Orthodox,22204800.0,0.83,42.0,2.23,40.0,0.43,100.0,54.0,0.4,8,7,0,0
Eliot Marshall,74.0,205.0,77.0,Orthodox,331776000.0,1.93,27.0,2.39,67.0,0.47,33.0,79.0,0.9,10,4,0,0
Francis Marshall,69.0,145.0,72.0,Orthodox,920419200.0,3.69,34.0,4.16,53.0,2.68,41.0,50.0,0.5,8,2,0,0
Jack Marshman,72.0,185.0,73.0,Orthodox,630028800.0,2.74,25.0,4.19,56.0,0.0,0.0,20.0,0.0,23,10,0,0
Terry Martin,68.0,185.0,71.0,Orthodox,339984000.0,2.82,43.0,3.13,54.0,3.1,42.0,92.0,0.0,23,11,0,0
Anthony Rocco Martin,72.0,170.0,73.0,Orthodox,629337600.0,2.68,37.0,2.59,58.0,0.71,27.0,68.0,1.0,17,6,0,0
Mallory Martin,64.0,115.0,63.0,Orthodox,759801600.0,4.42,48.0,6.64,55.0,2.28,43.0,25.0,0.3,7,5,0,0
Danny Martinez,66.0,125.0,67.0,Orthodox,487555200.0,2.73,28.0,3.77,63.0,3.0,45.0,36.0,0.0,21,8,0,0
Henry Martinez,67.0,155.0,69.0,Southpaw,429062400.0,2.79,25.0,4.01,60.0,0.0,0.0,80.0,0.0,9,4,0,0
Jonathan Martinez,68.0,135.0,70.0,Southpaw,766800000.0,4.44,49.0,4.09,56.0,0.38,35.0,68.0,0.1,19,6,0,0
Mana Martinez,70.0,135.0,70.0,Orthodox,827712000.0,4.33,48.0,4.94,50.0,0.72,42.0,25.0,0.5,10,4,0,0
Victor Martinez,68.0,155.0,70.0,Orthodox,679708800.0,7.94,51.0,7.66,53.0,0.7,33.0,80.0,0.0,13,6,0,0
Roque Martinez,70.0,250.0,72.0,Orthodox,510278400.0,3.28,53.0,4.9,56.0,0.38,50.0,53.0,0.4,15,8,2,0
Melissa Martinez,62.0,115.0,66.0,Southpaw,871862400.0,3.9,52.0,4.33,55.0,0.5,50.0,25.0,0.0,8,1,0,0
Adriano Martins,70.0,155.0,72.0,Southpaw,408844800.0,1.8,38.0,2.14,65.0,0.83,80.0,81.0,0.4,28,9,0,0
Lucas Martins,72.0,145.0,72.0,Southpaw,595209600.0,2.87,35.0,4.14,60.0,0.0,0.0,76.0,0.5,19,3,0,0
Bristol Marunde,73.0,170.0,75.0,Orthodox,388108800.0,1.42,21.0,4.4,47.0,1.6,33.0,14.0,0.0,16,10,0,0
Mike Massenzio,74.0,185.0,73.0,Southpaw,404956800.0,2.08,45.0,3.59,54.0,2.74,24.0,50.0,1.4,13,9,0,0
Jorge Masvidal,71.0,170.0,74.0,Orthodox,469065600.0,4.05,47.0,3.05,64.0,1.38,59.0,72.0,0.3,35,17,0,0
Tateki Matsuda,67.0,125.0,,Orthodox,509846400.0,3.2,34.0,3.43,69.0,0.0,0.0,16.0,0.0,13,8,0,0
Jean Matsumoto,66.0,135.0,68.0,Orthodox,936835200.0,5.2,40.0,5.05,46.0,1.13,27.0,57.0,0.4,16,0,0,0
Jake Matthews,71.0,170.0,73.0,Orthodox,777254400.0,3.38,44.0,2.54,61.0,1.56,41.0,64.0,0.6,20,7,0,0
Connor Matthews,68.0,145.0,71.0,Switch,707270400.0,5.3,44.0,6.19,56.0,2.97,53.0,50.0,0.7,7,2,0,0
Vladimir Matyushenko,72.0,205.0,74.0,Orthodox,31795200.0,1.9,44.0,1.62,59.0,3.25,46.0,70.0,0.1,27,8,0,0
Miranda Maverick,63.0,125.0,65.0,Southpaw,867715200.0,3.39,45.0,2.31,60.0,2.39,41.0,44.0,0.3,17,5,0,0
Nick Maximov,72.0,185.0,76.0,Southpaw,882835200.0,1.93,45.0,2.64,46.0,4.16,45.0,35.0,0.2,8,2,0,0
Jack May,80.0,255.0,,Switch,356054400.0,1.52,38.0,3.29,33.0,0.91,33.0,20.0,0.0,9,3,0,0
Don'Tale Mayes,78.0,260.0,81.0,Orthodox,695520000.0,3.51,43.0,3.79,46.0,0.65,38.0,58.0,0.0,11,7,0,1
Gray Maynard,69.0,155.0,70.0,Orthodox,295056000.0,1.92,32.0,2.64,66.0,2.91,47.0,81.0,0.7,13,7,1,1
Gina Mazany,66.0,125.0,68.0,Southpaw,587952000.0,3.73,50.0,3.52,50.0,4.34,52.0,33.0,0.2,7,6,0,0
Sabina Mazo,67.0,125.0,70.0,Orthodox,859248000.0,6.1,43.0,4.35,57.0,0.65,80.0,59.0,0.2,9,4,0,0
Michael McBride,73.0,155.0,,Orthodox,510710400.0,4.08,48.0,5.85,40.0,1.85,42.0,30.0,1.2,8,3,0,0
Ian McCall,65.0,125.0,64.0,Orthodox,452736000.0,3.59,39.0,3.25,67.0,2.08,30.0,88.0,0.0,13,5,1,0
Molly McCann,64.0,115.0,62.0,Orthodox,641779200.0,5.39,49.0,4.72,62.0,1.84,36.0,39.0,0.5,14,7,0,0
Charles McCarthy,70.0,185.0,71.0,Orthodox,334368000.0,0.18,12.0,4.03,56.0,2.67,60.0,0.0,2.7,10,5,0,0
Sean McCorkle,79.0,265.0,81.0,Orthodox,206409600.0,0.85,44.0,2.48,52.0,2.12,40.0,33.0,4.2,17,7,0,0
Kris McCray,72.0,170.0,76.0,Orthodox,370137600.0,2.69,45.0,2.57,54.0,2.88,55.0,38.0,0.0,8,5,0,0
Tamdan McCrory,76.0,185.0,76.0,Switch,531532800.0,2.07,49.0,1.6,46.0,2.28,50.0,33.0,2.5,14,5,0,0
Justin McCully,73.0,225.0,73.0,Orthodox,193449600.0,1.58,37.0,2.02,46.0,1.28,44.0,43.0,0.0,11,5,2,0
Michael McDonald,71.0,205.0,,Orthodox,-154656000.0,0.0,0.0,0.4,50.0,0.0,0.0,0.0,0.0,1,1,0,0
Michael McDonald,69.0,135.0,70.0,Orthodox,663897600.0,2.69,42.0,2.76,57.0,1.09,66.0,52.0,1.4,17,4,0,0
Drew McFedries,72.0,185.0,72.0,Southpaw,270345600.0,5.13,51.0,4.56,52.0,1.42,100.0,56.0,0.7,12,7,0,0
Gan McGee,82.0,265.0,,Orthodox,217296000.0,2.2,29.0,2.31,59.0,0.65,25.0,83.0,0.0,13,5,0,0
Court McGee,71.0,170.0,75.0,Orthodox,471657600.0,4.6,37.0,3.59,61.0,1.87,25.0,69.0,0.5,23,13,0,0
Marcus McGhee,68.0,135.0,69.0,Orthodox,642038400.0,6.06,48.0,2.83,64.0,0.46,33.0,100.0,0.5,10,1,0,0
Ryan McGillivray,71.0,170.0,,,528163200.0,1.27,20.0,2.2,52.0,0.0,0.0,44.0,0.0,12,0,1,0
Conor McGregor,69.0,155.0,74.0,Southpaw,584841600.0,5.32,49.0,4.66,54.0,0.67,55.0,66.0,0.1,22,6,0,0
Antonio McKee,68.0,155.0,,Southpaw,6048000.0,1.37,45.0,0.74,74.0,1.47,33.0,57.0,0.0,29,6,2,0
Rhys McKee,74.0,170.0,78.0,Orthodox,810691200.0,4.8,45.0,7.85,42.0,0.0,0.0,41.0,0.0,13,6,1,0
Cory McKenna,63.0,115.0,58.0,Orthodox,931651200.0,2.94,38.0,3.68,46.0,2.0,47.0,75.0,0.4,8,4,0,0
Tim McKenzie,72.0,185.0,74.0,Orthodox,396057600.0,1.37,54.0,2.96,44.0,0.0,0.0,28.0,2.1,14,9,0,0
Cody McKenzie,72.0,155.0,72.0,Switch,566611200.0,1.74,34.0,2.5,67.0,2.5,25.0,14.0,2.5,16,10,0,0
Terrance McKinney,70.0,155.0,73.0,Switch,779587200.0,5.91,56.0,2.59,47.0,3.23,36.0,77.0,1.4,16,7,0,0
Garreth McLellan,73.0,185.0,72.0,Southpaw,399686400.0,3.56,54.0,2.94,45.0,1.15,22.0,34.0,0.9,13,6,0,0
Sara McMann,66.0,135.0,66.0,Orthodox,338601600.0,2.26,46.0,1.92,47.0,4.38,65.0,50.0,0.5,13,6,0,0
James McSweeney,76.0,230.0,77.0,Switch,341193600.0,3.94,55.0,4.33,42.0,0.52,33.0,100.0,1.1,15,15,0,0
Tim Means,74.0,170.0,75.0,Orthodox,446083200.0,5.04,49.0,3.65,60.0,1.14,40.0,64.0,0.2,33,17,1,1
Yancy Medeiros,70.0,155.0,75.0,Orthodox,557971200.0,4.36,37.0,5.67,47.0,0.33,50.0,73.0,0.7,15,8,0,1
Anistavio Medeiros,66.0,145.0,,Orthodox,578448000.0,3.64,44.0,5.0,47.0,0.0,0.0,0.0,0.0,19,10,0,0
MarQuel Mederos,70.0,155.0,69.0,Orthodox,849312000.0,4.39,45.0,3.29,63.0,0.0,0.0,90.0,0.0,9,1,0,0
Uros Medic,73.0,170.0,71.0,Southpaw,735696000.0,5.49,60.0,3.46,56.0,0.37,50.0,55.0,0.0,10,3,0,0
Jose Daniel Medina,72.0,185.0,74.0,Orthodox,674438400.0,1.87,33.0,4.93,48.0,0.5,33.0,31.0,0.0,11,4,0,0
Emil Meek,71.0,170.0,74.0,Switch,588038400.0,2.52,39.0,2.53,38.0,0.25,33.0,47.0,1.0,9,5,1,1
Gerald Meerschaert,73.0,185.0,77.0,Southpaw,566784000.0,3.1,45.0,3.45,53.0,2.01,35.0,42.0,1.5,37,18,0,0
Jordan Mein,72.0,170.0,73.0,Orthodox,623980800.0,3.35,44.0,2.55,69.0,1.56,58.0,66.0,0.2,31,12,0,0
Brian Melancon,68.0,170.0,,Orthodox,391392000.0,4.18,49.0,3.64,64.0,2.02,100.0,66.0,0.0,7,3,0,0
Brandon Melendez,71.0,155.0,,Southpaw,417312000.0,0.84,26.0,0.56,63.0,0.0,0.0,25.0,0.0,25,25,0,0
Gilbert Melendez,69.0,145.0,73.0,Orthodox,387417600.0,3.44,33.0,2.53,63.0,1.64,41.0,71.0,0.2,22,8,0,0
Vanessa Melo,65.0,135.0,65.0,Orthodox,575424000.0,3.48,30.0,6.13,59.0,0.0,0.0,71.0,0.0,11,8,0,0
Antonio Mendes,75.0,205.0,77.0,Southpaw,356486400.0,1.34,47.0,6.85,22.0,2.51,50.0,100.0,0.0,18,13,0,0
Chad Mendes,66.0,145.0,66.0,Orthodox,483753600.0,2.78,49.0,2.35,67.0,4.13,55.0,100.0,0.3,18,5,0,0
Augusto Mendes,66.0,135.0,65.0,Orthodox,415497600.0,2.42,34.0,3.91,56.0,1.75,33.0,80.0,0.0,6,2,0,0
Eddie Mendez,70.0,185.0,,,443059200.0,1.71,33.0,3.43,11.0,0.0,0.0,0.0,0.0,8,3,1,1
Mateus Mendonca,66.0,125.0,71.0,Orthodox,916531200.0,1.66,40.0,4.14,30.0,2.54,27.0,55.0,0.4,10,3,0,0
Alonzo Menifield,72.0,205.0,76.0,Orthodox,561513600.0,3.77,54.0,3.7,49.0,0.63,33.0,76.0,0.2,15,5,1,0
Ivan Menjivar,66.0,145.0,64.0,Orthodox,391564800.0,2.78,37.0,2.76,65.0,0.56,28.0,38.0,1.0,25,12,0,0
Dave Menne,70.0,170.0,,Orthodox,144288000.0,1.84,44.0,1.99,42.0,0.46,50.0,57.0,2.5,45,17,2,0
Joe Merritt,72.0,170.0,,Orthodox,447465600.0,1.53,58.0,0.73,66.0,0.0,0.0,68.0,0.0,7,2,0,0
Jonathan Meunier,75.0,170.0,,Switch,555033600.0,3.47,50.0,1.43,69.0,0.58,33.0,58.0,0.0,8,1,0,0
